user_id,item_id,predicted_rating
153,56,3.95
153,22,3.948754627618476
153,265,3.898420029253438
153,174,3.85
153,322,3.1
153,678,2.750261698024254
924,318,4.849903599552855
924,174,4.800656144505682
924,285,4.550784420819955
924,526,4.300401051649807
924,50,4.300004802356614
924,1,4.100095866090249
924,519,4.099453549636702
924,429,4.047549515676061
924,300,3.85
924,701,3.8336813301593176
324,268,4.299090869622475
324,282,4.19965444845813
324,310,3.8507254285221184
324,292,3.7512554616854636
324,250,3.749690320329787
324,255,3.6506107076808343
324,331,3.6488636159915973
324,288,3.5490082873156905
324,538,3.4998984943621294
324,339,3.456224285674286
503,197,4.550012109859228
503,318,4.5498599075450645
503,427,4.500252743222366
503,174,4.450719914542466
503,488,4.449972033794609
503,633,4.351001322867905
503,963,4.345091627296759
503,168,4.299978378954844
503,79,4.250915560631612
503,134,4.248401696265783
917,100,4.4
917,9,4.200839785886244
917,50,3.9
917,328,3.75
917,471,3.597776529267248
917,282,3.4482588768179663
917,405,3.40064089058207
917,628,3.246465785028268
917,535,3.203892107203263
917,473,3.1478480054888776
231,15,3.85
231,1,3.75
231,471,3.749972277665941
231,181,3.7
231,255,3.6486920163889165
231,924,3.6478095555330348
231,151,3.45
231,405,3.4
231,252,3.000278987630617
13,520,4.549987452908089
13,178,4.5496672159477
13,23,4.548943401362982
13,604,4.49860918790949
13,661,4.450721951499542
13,187,4.449521899900522
13,127,4.448585169209369
13,511,4.400005293912294
13,98,4.399535841438205
13,589,4.399290190519849
539,357,4.40036918747783
539,170,4.250940232058002
539,242,4.250580415750437
539,661,4.250027222976316
539,275,4.249829744441064
539,197,4.101050842819759
539,286,4.1
539,56,4.099858694735357
539,131,4.0490504563750935
539,496,4.048248858607106
447,474,4.45028733742383
447,1142,4.400390439625729
447,484,4.301653975014522
447,175,4.199156333258162
447,153,4.100818046952999
447,11,3.9007167191477747
447,508,3.8989564571537474
447,234,3.8507642443915597
447,79,3.847575795527776
447,209,3.799866437026012
84,64,4.249908908029409
84,100,4.2
84,523,4.100017357523146
84,1,4.000515990848471
84,203,3.999588902066647
84,529,3.9007547338769353
84,486,3.8997294427948868
84,15,3.89881848272847
84,70,3.8502727304889848
84,4,3.800296009522572
450,604,4.500431512507588
450,657,4.499092573204007
450,136,4.451276018143043
450,191,4.450854155509006
450,318,4.450278442995257
450,427,4.4502448948138404
450,423,4.400330548884136
450,196,4.400320328113506
450,923,4.400041155628197
450,506,4.3512920756010915
250,480,4.551507429077495
250,174,4.399843330054074
250,89,4.350362267766447
250,98,4.349590782017323
250,64,4.299419736094576
250,969,4.10063392302177
250,527,4.0998480095834635
250,195,4.099630906182489
250,151,4.049319638669515
250,475,3.998191721382318
342,169,4.599435479252374
342,488,4.452502353498223
342,654,4.450386430647215
342,1073,4.351537029693277
342,98,4.350790298547687
342,813,4.347708772119029
342,179,4.299779715583267
342,523,4.251392094890904
342,433,4.201109481621481
342,297,4.151222675047969
504,50,4.499876770555696
504,185,4.450766471497518
504,357,4.448919322989374
504,187,4.400733948208133
504,127,4.249313695395589
504,504,4.200553688126424
504,517,4.200348833933158
504,705,4.197604191655528
504,223,4.149038967437317
504,181,4.148820717035865
592,427,4.700232843018377
592,178,4.650012328509617
592,408,4.601428941219104
592,56,4.600421057852064
592,50,4.550008863322443
592,23,4.500557468572986
592,169,4.500404220062307
592,521,4.400521299483843
592,251,4.352576819600682
592,172,4.35057689554581
417,98,4.499878824712473
417,498,4.450191660621814
417,963,4.448851159506754
417,127,4.447663607291306
417,180,4.402009606895663
417,185,4.301441270359018
417,156,4.251784555235732
417,89,4.25047070959075
417,208,4.2498716296848835
417,200,4.198135275695572
676,483,4.849780570144462
676,50,4.499626893660442
676,315,4.348604585547563
676,272,4.251183680344388
676,286,4.149927870732035
676,265,4.100820611668945
676,269,4.099997971500953
676,168,4.099742877835194
676,117,4.050540144195898
676,144,4.000013300239863
660,483,4.698885064497748
660,474,4.500712216800443
660,657,4.400476728119303
660,100,4.301859091218106
660,315,4.200264086550084
660,432,4.150883432552371
660,191,4.143437447118088
660,238,4.100704978920293
660,210,4.100599578875136
660,89,4.096443424540813
164,9,4.299023388572116
164,282,3.9002313277313787
164,117,3.8504677210604803
164,472,3.798737253918003
164,237,3.750330929240369
164,329,3.601727579716364
164,328,3.599330348076793
164,689,3.5974368076967576
164,331,3.399319391103229
164,121,3.148510337256148
269,179,4.696089188106944
269,483,4.598575170740808
269,488,4.551019479775285
269,318,4.550480052022923
269,661,4.449116979080039
269,192,4.351405295277418
269,136,4.348671035074843
269,654,4.300760624406439
269,22,4.298447186376218
269,208,4.248954130577486
76,318,4.85016711822822
76,513,4.549341700295933
76,100,4.400101213212893
76,223,4.25069670765902
76,56,4.099867035644399
76,7,4.049041848676532
76,293,4.002061449568562
76,517,4.000918909211623
76,182,3.999853487700429
76,1019,3.949326011296947
491,12,4.549527074315799
491,190,4.4533999293450055
491,19,4.449762182208269
491,285,4.349171959319177
491,408,4.2970617360095815
491,654,4.246778580343715
491,493,3.998754636041415
491,124,3.951218557813725
491,340,3.750620100311901
491,129,3.744194949527307
276,427,4.550390420620468
276,603,4.548533490271342
276,474,4.50043382593347
276,50,4.500009220387114
276,479,4.499783545927325
276,56,4.499736318825751
276,9,4.4994965463643615
276,100,4.45096112521394
276,272,4.449191496419602
276,14,4.2995923192587435
308,56,4.549269071853722
308,135,4.5004098442073035
308,480,4.499380242084368
308,98,4.450512590918053
308,481,4.449717554855406
308,515,4.449002648369868
308,127,4.400053204394762
308,100,4.399780901324247
308,520,4.351106195260399
308,430,4.349705141973838
572,222,4.0
572,9,3.75
572,300,3.7
572,1171,3.1879432783168666
788,183,4.650761130054339
788,12,4.550388159521624
788,22,4.549181823827518
788,132,4.449313980608525
788,357,4.397707902292448
788,174,4.3504637783842846
788,498,4.350038628110022
788,521,4.349686641611945
788,192,4.34921738461494
788,135,4.250619658100286
426,199,4.550976277815057
426,1064,4.502199240673605
426,435,4.501591381872704
426,661,4.401947005400988
426,132,4.400066859400122
426,432,4.350651385710402
426,601,4.250173500778568
426,211,4.150536614959845
426,510,4.149925536292535
426,133,4.149586030508427
290,174,4.69954321019432
290,22,4.552275927115748
290,474,4.398848069802204
290,515,4.350091886676006
290,483,4.348121484527739
290,739,4.1506723634680975
290,210,4.150260620540511
290,429,4.14956108178159
290,527,4.146682108613529
290,699,4.101255567392219
130,272,4.549801761864804
130,174,4.4996857463993
130,183,4.400301349908148
130,181,4.299674081057751
130,1039,4.250558514476455
130,527,4.24962412979143
130,95,4.201078640844214
130,100,4.200534505797624
130,385,4.150828057066043
130,215,4.149697526863065
533,511,4.549730518221911
533,357,4.448559835445338
533,190,4.398950306783283
533,215,4.349981116444902
533,484,4.299874245265779
533,480,4.29961205985001
533,659,4.250177606962603
533,651,4.249121326732117
533,443,4.248293004296431
533,193,4.197712418676989
456,12,4.600053740450989
456,60,4.499970388010466
456,479,4.449914387429261
456,357,4.39949558648985
456,86,4.35080765115599
456,179,4.250878584085241
456,50,4.24902670180091
456,188,4.199831958419303
456,208,4.152965099861312
456,23,4.151471999009144
457,318,4.799909445402341
457,98,4.749777359657661
457,179,4.5997359271848675
457,169,4.599486348986854
457,134,4.451670674959319
457,185,4.300423007524311
457,172,4.299971681049708
457,114,4.298930611869256
457,79,4.248540739239817
457,168,4.20075626876538
313,178,4.698878396736761
313,98,4.498399455678913
313,127,4.450666629684643
313,482,4.400486874850852
313,100,4.350605793990773
313,183,4.350203162395889
313,504,4.350088405444323
313,182,4.299835037729631
313,132,4.299738885921327
313,430,4.299524628470013
787,258,4.1
787,269,4.1
787,690,3.796372162783597
787,305,3.70568587991986
787,328,3.700107942055825
787,324,3.600076950711188
787,1671,3.53064
787,748,3.5
787,350,3.449820026917705
787,300,3.35
850,318,4.600569421246519
850,173,4.4497149470876955
850,480,4.353326717514724
850,50,4.35
850,204,4.099158735220824
850,490,4.096642819422381
850,56,4.049450409206168
850,969,3.999450854369681
850,228,3.951913761285002
850,69,3.9492363998113222
320,22,4.499114440468117
320,56,4.400970998878481
320,174,4.3520509097823235
320,79,4.148973555853387
320,195,4.148627902132063
320,89,4.148038459093066
320,82,4.1005130375652215
320,129,4.049572706693871
320,71,3.9993326260246094
320,95,3.9501868686980175
201,654,4.600243922980643
201,23,4.598887962764078
201,134,4.5010857801092055
201,357,4.5002882110580495
201,22,4.500212182677183
201,923,4.349243961944021
201,98,4.348720424127418
201,56,4.299878351276882
201,191,4.299104194688479
201,238,4.298914007222503
484,318,4.602240224720845
484,172,4.499711820606657
484,79,4.2502036327713695
484,228,4.250184414885634
484,135,4.149815493824473
484,69,4.099908121428979
484,71,4.051071586602073
484,315,4.0502443459161315
484,150,3.999595614454521
484,186,3.998211163550632
194,98,4.699713952572117
194,604,4.499541923100979
194,135,4.497884453466141
194,22,4.450553184087461
194,191,4.450470720991485
194,182,4.449267509348176
194,661,4.350706424568031
194,165,4.349556232923702
194,526,4.3491876471896
194,199,4.347384813958287
766,318,4.600278197435556
766,483,4.599879262484327
766,136,4.400434729980199
766,22,4.352468511778171
766,193,4.300849091063931
766,209,4.299375726367712
766,168,4.299082326208239
766,238,4.250182072805383
766,520,4.200153721668205
766,606,4.150746142076709
56,22,4.548989563128851
56,169,4.451378373160951
56,71,4.450568087044892
56,98,4.4492129430175025
56,114,4.399807922785543
56,423,4.399495561061906
56,172,4.399392195111814
56,210,4.398674448359149
56,483,4.395433853051471
56,183,4.348611005577176
878,22,4.65112122435771
878,923,4.602059228947295
878,515,4.5519432442396655
878,136,4.499511027529808
878,50,4.448967442206112
878,168,4.300391755929531
878,60,4.300086699697985
878,659,4.201783641017861
878,275,4.2002156821515335
878,179,4.200092473443508
145,134,4.549975172940869
145,98,4.549733609342467
145,100,4.400027727665
145,22,4.399710187497143
145,316,4.350648738468599
145,750,4.148406853887152
145,59,4.097016141034818
145,182,3.9990580994718146
145,331,3.9511178447143407
145,216,3.950271580275044
49,657,4.24498130782956
49,313,4.199656653568014
49,238,4.196131817224255
49,50,4.101720387405104
49,52,4.096595021016832
49,652,4.053532795213786
49,475,4.002206216203339
49,423,3.9966248881210396
49,813,3.9961251351662277
49,1021,3.987508485450804
347,172,4.548095906366008
347,174,4.5007016668124615
347,182,4.298950807891693
347,203,4.1511113331209035
347,268,4.102042015384233
347,177,4.101903838014409
347,282,4.100946037371417
347,70,4.003390152300274
347,173,4.000566209142404
347,204,3.947482208434214
487,56,4.351540985711589
487,79,4.300697802454498
487,181,4.198974562090305
487,176,4.198267607717082
487,313,4.149404906244656
487,732,4.099992525954028
487,378,4.099110493786328
487,1,4.048207823633312
487,202,4.000557603349969
487,419,3.9996139079316433
498,191,4.59992540113717
498,64,4.5498354609942435
498,185,4.500187953209012
498,156,4.500077046531671
498,603,4.499755912557947
498,657,4.349853949304803
498,127,4.349447711893549
498,136,4.29976606475189
498,531,4.250847523297444
498,192,4.250233911340987
883,318,4.800195779288124
883,513,4.550705258723974
883,89,4.549459213071886
883,64,4.548604738062421
883,127,4.449552054879596
883,251,4.44930940001418
883,208,4.4012344282739155
883,50,4.398093645649277
883,750,4.35066623984704
883,168,4.349853105850836
911,98,4.550798736783662
911,483,4.547710910974346
911,480,4.499165835943319
911,199,4.450057907878779
911,197,4.352308360260872
911,183,4.3513724750240055
911,435,4.3493002005534835
911,603,4.346605897852504
911,174,4.250231045437443
911,659,4.249052699769798
892,480,4.550624808937313
892,12,4.499119994464655
892,64,4.399715186122878
892,615,4.350677762988323
892,523,4.3504317355928865
892,191,4.3001338001298315
892,100,4.299744173514447
892,516,4.298634707790554
892,435,4.2495213294533105
892,484,4.2491361645645185
524,474,4.599620134218593
524,661,4.550510058765077
524,318,4.55017210019029
524,179,4.549230926210158
524,285,4.549228884274119
524,480,4.501329919352598
524,12,4.45066948443535
524,515,4.448727851060934
524,135,4.401658836850726
524,192,4.401123982665216
887,318,4.596401297905395
887,427,4.548669370840608
887,100,4.3007111442537385
887,168,4.248917896596843
887,50,4.197339175116442
887,127,4.19650645981832
887,443,4.150267402151322
887,96,4.148802249325298
887,87,3.9991943604704754
887,496,3.94605741832713
839,50,4.7
839,100,4.2
839,813,4.0021386123060205
839,1664,4.0
839,7,3.9502421612185628
839,713,3.7010059428761615
839,333,3.6999097799021334
839,255,3.6519044212740517
839,319,3.65036620325059
839,111,3.649564890795315
608,483,4.844458230509939
608,318,4.75172408132552
608,187,4.549316519128488
608,427,4.44909061743152
608,661,4.354021499262303
608,79,4.252103204615627
608,100,4.196925992440551
608,506,4.150361786560117
608,182,4.149150285238387
608,487,4.098097258955851
648,79,4.498751272963434
648,178,4.451004054789086
648,50,4.401398168718744
648,89,4.347320298112214
648,210,4.29705228123318
648,172,4.29213589211036
648,195,4.2492229484498125
648,484,4.200481649470799
648,498,4.198620071810023
648,523,4.150864991972353
709,427,4.5994589144771325
709,172,4.350590672249565
709,183,4.201783230060172
709,56,4.201487508564725
709,127,4.199887419327742
709,182,4.1005624787173796
709,568,3.949181193760389
709,959,3.852348992968235
709,92,3.849140646316953
709,273,3.7513681957939595
862,64,4.5010345265019325
862,515,4.401635123924517
862,174,4.400824599766085
862,187,4.399091900484521
862,484,4.351161324618604
862,429,4.300384439738574
862,496,4.299267790094383
862,478,4.298348262875184
862,100,4.250707375120179
862,196,4.249680304579702
654,408,4.648490033835057
654,172,4.5494597909236845
654,114,4.499581695758787
654,181,4.300547026361882
654,275,4.251745884914904
654,282,4.248909584470601
654,313,4.199586266899773
654,588,4.199026975794773
654,302,4.150333242739162
654,265,4.149255590218337
218,12,4.44925157300654
218,654,4.401943552851593
218,516,4.299778611564518
218,173,4.298802411875671
218,176,4.099472282882562
218,517,4.052756732443747
218,789,3.9998719340600792
218,209,3.997904496484116
218,23,3.850295611031884
218,164,3.6009377232543933
655,318,4.6991571586759076
655,483,4.69907471025604
655,12,4.600134527083982
655,134,4.502004379261261
655,435,4.5004693917112
655,514,4.497570003042458
655,213,4.350819764065521
655,518,4.349718209829759
655,135,4.348830609657782
655,60,4.301694131427613
606,98,4.700507924285351
606,178,4.699259850804715
606,483,4.648310175542585
606,209,4.549994411191819
606,197,4.498385147219627
606,100,4.450672725505628
606,187,4.449049531346463
606,208,4.4006877491856375
606,185,4.400121625430496
606,647,4.299775033160494
326,174,4.549678589879974
326,657,4.349444037168509
326,170,4.298828276846043
326,515,4.298696864456294
326,479,4.297695116664792
326,127,4.250328793300423
326,183,4.2011498591136975
326,176,4.20059034416215
326,96,4.199011464249999
326,443,4.198414491673573
24,127,4.49978579405519
24,275,4.299122594260148
24,100,4.251109068631202
24,655,4.199907311409897
24,69,4.199881671569946
24,176,4.048774621830068
24,486,3.948946607406469
24,117,3.8000962485066476
24,372,3.7510704610777643
24,582,3.7484867825901156
306,1251,4.175779298414329
306,242,4.048904946245777
306,269,3.95
306,287,3.6528360849935804
306,1009,3.546381309872162
306,1028,3.301163825919662
306,756,3.0511088602128864
306,864,2.950477778870204
306,289,2.95
234,1450,5.0
234,318,4.749862021909769
234,183,4.650979208730083
234,604,4.650554568165553
234,285,4.649034182359534
234,197,4.599644308003768
234,192,4.550075280018788
234,172,4.549403274343871
234,515,4.500670979207183
234,12,4.500062437450245
385,483,4.555583307302105
385,185,4.549476548372382
385,98,4.5486581800134775
385,169,4.500846059520435
385,528,4.500541298432295
385,511,4.45104225649163
385,23,4.450244343152958
385,183,4.448397248941009
385,175,4.442434684298513
385,606,4.351687576232784
782,515,4.348093451529181
782,1142,4.154035416641987
782,887,4.101234943248944
782,258,4.051312772376853
782,313,4.04991466766256
782,690,3.9481141721668593
782,344,3.8511795773546424
782,293,3.849464776447493
782,1237,3.761252908156278
782,298,3.748420020241792
663,187,4.600768911178982
663,180,4.249285139327571
663,210,4.199077936141535
663,588,4.150001213306105
663,265,4.0987996049096935
663,1073,4.04829661932894
663,7,3.9995341793881436
663,129,3.8980711000967614
663,307,3.8511600992376613
663,173,3.8472494259224854
178,71,4.450277170148257
178,64,4.449860030255721
178,183,4.40077525675209
178,520,4.35024997087107
178,423,4.3010625519181716
178,96,4.249779064680326
178,654,4.249066629796568
178,83,4.246980740866763
178,176,4.19984354767614
178,196,4.199052110252652
222,12,4.499577588312899
222,475,4.399851280373713
222,196,4.351269064302385
222,172,4.348993299722683
222,173,4.348545534089507
222,735,4.301531075198226
222,265,4.29910326248256
222,193,4.249485814387035
222,96,4.2003336950302
222,223,4.192929280204648
634,272,4.599284652365634
634,100,4.35006116094754
634,50,4.250702733204538
634,9,4.151435408073508
634,150,4.149432389437194
634,269,4.050174530389419
634,300,3.950938617272261
634,273,3.948569244706578
634,137,3.849985110120175
634,248,3.8488059601652234
705,28,4.2497861256081615
705,22,4.201495492383606
705,423,4.145859587338368
705,196,4.097419589660418
705,286,4.05
705,89,3.8995743342425024
705,588,3.8988188655512603
705,566,3.897996450552402
705,655,3.8507848539522245
705,526,3.6520460900786067
348,628,3.748076867121512
348,107,3.6996684600957432
348,477,3.5512445815565243
348,111,3.5482997699185748
348,1028,3.399469078398769
348,472,3.10185228910852
348,974,3.0526545918442003
348,406,3.0510477594735312
348,819,2.9001971058764204
348,368,1.7450227152991893
622,22,4.750169802211299
622,12,4.699798310103478
622,98,4.600278072650891
622,178,4.5498292812488526
622,185,4.400750295364817
622,1039,4.298479257391953
622,135,4.200823502088534
622,166,4.20029719578853
622,190,4.149929392847181
622,79,4.14986790266995
363,169,4.600201160128642
363,187,4.599119320024714
363,12,4.599079044947706
363,174,4.4992662622993755
363,1512,4.482521280807918
363,707,4.452624166794788
363,100,4.2974883383402185
363,171,4.2527560400884195
363,216,4.250757520352641
363,180,4.250185058550956
559,191,4.299471965717039
559,238,4.250856548549051
559,521,4.054385231268734
559,527,4.001299318917348
559,502,3.9462738055501734
559,55,3.9005980809173035
559,311,3.900095127820365
559,508,3.8492563707207057
559,265,3.8467191273780488
559,566,3.7995523159776368
538,174,4.600316652201729
538,127,4.600141806796908
538,215,4.349534530436797
538,238,4.200588452931308
538,496,4.199455285169858
538,173,4.197440194884913
538,168,4.149846646135785
538,181,4.149649572950203
538,210,3.949678075760527
538,568,3.9002456604298157
582,50,4.19976428941123
582,124,4.049400433206429
582,181,3.9501300661102863
582,508,3.9491742212555097
582,742,3.600647484697674
582,222,3.451485198277645
582,455,3.4512161904448964
582,547,3.448374002200137
582,235,3.2992381370557577
582,932,3.0924099088922636
774,178,4.701724191691296
774,22,4.55304455162641
774,185,4.448363535283848
774,64,4.394996921407322
774,186,4.349843025322268
774,135,4.193431730215868
774,234,4.049570286266205
774,238,4.001542867520739
774,215,3.953621278163927
774,518,3.947483128915386
773,318,4.648522042642228
773,187,4.449064101071067
773,172,4.449025159255317
773,170,4.4011221458982055
773,59,4.35093779484979
773,23,4.349660118800892
773,14,4.300805155115911
773,12,4.2495786395198545
773,185,4.2479751983092395
773,238,4.19939400031252
67,7,3.75
67,546,3.3508547003846787
67,1093,3.2979386002189686
67,121,3.0999780428882486
67,472,3.0992784176922092
67,871,2.6030936125495634
67,1095,2.546024991186662
151,318,4.699213869103037
151,191,4.648372155219595
151,178,4.600315667713503
151,661,4.548885631024123
151,190,4.500083086227046
151,496,4.497522987631898
151,114,4.449241397220562
151,488,4.402253910987922
151,657,4.398840445112348
151,478,4.350954947395847
496,22,4.353632129547438
496,190,4.349022490552037
496,483,4.296657715293209
496,921,4.110304724957071
496,204,4.100191856889333
496,150,4.053247532048484
496,156,4.051858595005014
496,652,4.001770320034031
496,433,3.8039123476150167
496,443,3.8014515625312333
214,56,4.49918920582047
214,179,4.4495630441750835
214,195,4.400252776498786
214,482,4.351214688656282
214,191,4.3477644399677216
214,705,4.301052326742434
214,208,4.25058105812482
214,166,4.200065582434039
214,185,4.199088735604221
214,131,4.151024549795166
901,174,4.446992728897809
901,498,4.353392447176685
901,275,4.200185122012254
901,430,4.199789907779508
901,402,4.101264510594177
901,234,4.100141983716281
901,66,4.050174305116548
901,28,4.047560435106873
901,82,4.045452756232188
901,568,3.9011433909118787
293,603,4.650894623393455
293,528,4.551187837856592
293,657,4.451639978821511
293,474,4.451529496399617
293,482,4.449874203679619
293,510,4.449525357049311
293,64,4.400570700340657
293,135,4.399845906068992
293,22,4.35010885920461
293,132,4.35000762669694
72,654,4.599401902413782
72,197,4.499712792191996
72,480,4.450363492889417
72,135,4.300150014823307
72,100,4.298884119556037
72,443,4.249691365487377
72,180,4.198976464263334
72,198,4.153683216892242
72,196,4.150605829358684
72,48,4.147422404862051
18,22,4.700139548457398
18,134,4.649891721275787
18,197,4.649609123245851
18,168,4.600300610665188
18,427,4.549906510888784
18,64,4.549535647345644
18,199,4.549036451745842
18,963,4.50036753233927
18,285,4.44972779643208
18,474,4.447756338495846
90,178,4.599706890485682
90,647,4.499881637805234
90,923,4.498888695954729
90,174,4.449860078623341
90,197,4.400481303998193
90,482,4.351816830674949
90,659,4.350127414707936
90,9,4.350088766847449
90,223,4.349887082070291
90,97,4.349535164850348
682,318,4.80042642314395
682,187,4.451209383193491
682,50,4.448214921212432
682,735,4.35166711150709
682,520,4.251186740070449
682,209,4.2499901369006565
682,176,4.248818989825154
682,124,4.200076554575197
682,95,4.199730832162527
682,192,4.151782274232121
262,22,4.700121741770453
262,185,4.349965435881565
262,11,4.301490624691068
262,50,4.25010339729581
262,195,4.200291837930454
262,443,4.099702522875696
262,191,4.098109633545347
262,660,4.051255583840582
262,735,4.049862636698888
262,432,4.049679143442318
933,100,4.302159208894424
933,96,4.250937895839012
933,183,4.200797667530224
933,70,4.150323035827409
933,210,4.100247510753337
933,95,4.050221383847158
933,172,4.050149447429036
933,144,4.0494708383168305
933,193,3.9511641694081066
933,265,3.949586328009156
889,12,4.6004457152353115
889,427,4.599508622805788
889,408,4.550439202290512
889,513,4.501754335464223
889,50,4.4496274078400875
889,169,4.4013590507392655
889,475,4.351572923443246
889,488,4.3505817706709315
889,657,4.350102665477187
889,223,4.300296012240495
690,197,4.59920864692972
690,705,4.25070544311998
690,223,4.249810312924322
690,70,4.249677433064749
690,216,4.197444245738288
690,514,4.149673291986823
690,663,4.051946105512307
690,276,4.049883815949783
690,186,4.0489931596469315
690,1,3.9992347710717495
650,174,4.800008121697724
650,98,4.700126861182164
650,180,4.599649406323679
650,50,4.5490535444096984
650,195,4.450333296582268
650,510,4.4499781321257466
650,480,4.449441173184657
650,527,4.399980702500603
650,484,4.399947033352615
650,199,4.399174456695306
537,654,4.6508772805639556
537,661,4.597916251150262
537,427,4.54948187461698
537,506,4.451042885570706
537,192,4.449541889506563
537,515,4.448906021333726
537,694,4.4010327044138915
537,98,4.399849127046673
537,484,4.399349502903776
537,60,4.350656716796265
805,135,4.599535342080678
805,603,4.547309467858306
805,357,4.399721476004991
805,9,4.348440539674339
805,475,4.2497221323656325
805,922,4.2042102258912655
805,89,4.1978101106272065
805,269,4.149193656541007
805,99,4.103908523728432
805,238,4.101259135337412
642,357,4.548211929779366
642,186,4.150625628439209
642,82,4.1494706595736
642,153,4.147279489563169
642,216,4.101422862347078
642,165,4.093382487671819
642,1039,4.051637416399658
642,969,4.047274415278053
642,527,3.998974470816498
642,69,3.99790889954965
798,98,4.498286814740894
798,172,4.352992481817436
798,87,4.149350341000612
798,196,4.101449273060827
798,736,4.10069867738704
798,270,4.048939955030537
798,705,4.047192481159878
798,168,3.9512819659672633
798,163,3.9006143381708385
798,568,3.900157767774944
185,480,4.750487730416789
185,528,4.6986051565002915
185,178,4.500312902290522
185,514,4.299894577254658
185,86,4.299028467741057
185,181,4.15
185,515,4.149673515906577
185,196,4.04955120293979
185,286,4.0
185,15,3.8995783360834673
270,707,4.500151805771517
270,98,4.4496808434187205
270,509,4.300486042158868
270,242,4.298406985918742
270,83,4.246567914801754
270,237,4.1510018511976154
270,531,4.1008338093607
270,283,4.099646402320913
270,475,4.048580042928003
270,265,4.001042725216434
932,513,4.60132753556769
932,528,4.551025153141104
932,64,4.550153685370442
932,174,4.550116431630889
932,1449,4.504105712371695
932,480,4.500428828086132
932,169,4.400446662836272
932,498,4.4002511996823
932,530,4.350321407297666
932,648,4.349465306488978
285,194,4.250186971324261
285,286,4.2
285,357,4.19988111707817
285,198,4.198354071224737
285,150,4.150339687921744
285,269,4.1
285,183,4.000156870375318
285,222,3.6502600506135434
285,288,3.4
285,300,3.4
42,64,4.799700858061525
42,96,4.400165767565918
42,185,4.300501793482968
42,50,4.299663396794662
42,423,4.299027407067815
42,210,4.249044725881518
